0.177111593,0.736071429,1.771115935
0.186914242,0.739714286,1.869142417
0.197224875,0.749428571,1.972248746
0.210156582,0.759142857,2.101565819
0.2239362,0.768857143,2.239361998
0.237434685,0.781,2.374346853
0.259277768,0.791928571,2.59277768
0.279032162,0.798,2.790321617
0.290121919,0.807714286,2.901219186
0.303199969,0.810142857,3.031999692
0.316834234,0.816214286,3.168342336
0.334323279,0.824714286,3.343232788
0.349332605,0.833214286,3.493326047
0.377691613,0.849,3.776916127
0.40054243,0.853857143,4.005424299
