4.461999999999999744e+00,0.000000000000000000e+00,8.923999999999999710e-01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,7.054964248748450961e-01,0.000000000000000000e+00
4.451999999999999957e+00,1.000000000000000000e+03,8.904000000000000803e-01,1.248000000000000220e+00,1.999999999999779732e-03,1.599999999999823785e-03,1.599999999999823745e-06,7.066270281198365755e-01,2.777777777777777901e-01
4.451999999999999957e+00,2.000000000000000000e+03,8.904000000000000803e-01,1.248000000000000220e+00,1.999999999999779732e-03,1.599999999999823785e-03,7.999999999999118724e-07,7.066270281198365755e-01,5.555555555555555802e-01
4.451999999999999957e+00,3.000000000000000000e+03,8.904000000000000803e-01,1.248000000000000220e+00,1.999999999999779732e-03,1.599999999999823785e-03,5.333333333332745816e-07,7.066270281198365755e-01,8.333333333333333703e-01
4.451999999999999957e+00,4.000000000000000000e+03,8.904000000000000803e-01,1.248000000000000220e+00,1.999999999999779732e-03,1.599999999999823785e-03,3.999999999999559362e-07,7.066270281198365755e-01,1.111111111111111160e+00
4.451999999999999957e+00,5.000000000000000000e+03,8.904000000000000803e-01,1.248000000000000220e+00,1.999999999999779732e-03,1.599999999999823785e-03,3.199999999999647489e-07,7.066270281198365755e-01,1.388888888888888840e+00
4.451999999999999957e+00,6.000000000000000000e+03,8.904000000000000803e-01,1.248000000000000220e+00,1.999999999999779732e-03,1.599999999999823785e-03,2.666666666666372908e-07,7.066270281198365755e-01,1.666666666666666741e+00
4.451999999999999957e+00,7.000000000000000000e+03,8.904000000000000803e-01,1.248000000000000220e+00,1.999999999999779732e-03,1.599999999999823785e-03,2.285714285714034035e-07,7.066270281198365755e-01,1.944444444444444420e+00
4.456999999999999851e+00,8.000000000000000000e+03,8.913999999999999702e-01,1.249000000000000110e+00,9.999999999998898659e-04,7.999999999999118927e-04,9.999999999998898405e-08,7.060612738939600064e-01,2.222222222222222321e+00
4.451999999999999957e+00,9.000000000000000000e+03,8.904000000000000803e-01,1.248000000000000220e+00,1.999999999999779732e-03,1.599999999999823785e-03,1.777777777777582027e-07,7.066270281198365755e-01,2.500000000000000000e+00
