4.302999999999999936e+00,0.000000000000000000e+00,8.606000000000000316e-01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,7.521151313643723579e-01,0.000000000000000000e+00
4.291999999999999815e+00,1.000000000000000000e+03,8.584000000000000519e-01,1.247800000000000020e+00,2.199999999999979750e-03,1.759999999999983800e-03,1.759999999999983784e-06,7.534411878549970298e-01,2.777777777777777901e-01
4.291999999999999815e+00,2.000000000000000000e+03,8.584000000000000519e-01,1.247800000000000020e+00,2.199999999999979750e-03,1.759999999999983800e-03,8.799999999999918922e-07,7.534411878549970298e-01,5.555555555555555802e-01
4.296999999999999709e+00,3.000000000000000000e+03,8.593999999999999417e-01,1.248799999999999910e+00,1.200000000000089884e-03,9.600000000000719069e-04,3.200000000000239883e-07,7.528378557058499343e-01,8.333333333333333703e-01
4.293000000000000149e+00,4.000000000000000000e+03,8.586000000000000298e-01,1.247999999999999998e+00,2.000000000000001776e-03,1.600000000000001378e-03,4.000000000000003525e-07,7.533204440748920705e-01,1.111111111111111160e+00
4.291999999999999815e+00,5.000000000000000000e+03,8.584000000000000519e-01,1.247800000000000020e+00,2.199999999999979750e-03,1.759999999999983800e-03,3.519999999999967463e-07,7.534411878549970298e-01,1.388888888888888840e+00
4.291000000000000369e+00,6.000000000000000000e+03,8.582000000000000739e-01,1.247600000000000042e+00,2.399999999999957723e-03,1.919999999999966222e-03,3.199999999999943951e-07,7.535619703474392139e-01,1.666666666666666741e+00
4.285999999999999588e+00,7.000000000000000000e+03,8.571999999999999620e-01,1.246599999999999930e+00,3.400000000000069633e-03,2.720000000000055707e-03,3.885714285714365205e-07,7.541664641468517338e-01,1.944444444444444420e+00
4.296000000000000263e+00,8.000000000000000000e+03,8.592000000000000748e-01,1.248600000000000154e+00,1.399999999999845812e-03,1.119999999999876737e-03,1.399999999999846041e-07,7.529584448225733473e-01,2.222222222222222321e+00
4.291999999999999815e+00,9.000000000000000000e+03,8.584000000000000519e-01,1.247800000000000020e+00,2.199999999999979750e-03,1.759999999999983800e-03,1.955555555555537509e-07,7.534411878549970298e-01,2.500000000000000000e+00
4.296999999999999709e+00,1.000000000000000000e+04,8.593999999999999417e-01,1.248799999999999910e+00,1.200000000000089884e-03,9.600000000000719069e-04,9.600000000000718591e-08,7.528378557058499343e-01,2.777777777777777679e+00
4.291999999999999815e+00,1.100000000000000000e+04,8.584000000000000519e-01,1.247800000000000020e+00,2.199999999999979750e-03,1.759999999999983800e-03,1.599999999999985210e-07,7.534411878549970298e-01,3.055555555555555358e+00
4.291000000000000369e+00,1.200000000000000000e+04,8.582000000000000739e-01,1.247600000000000042e+00,2.399999999999957723e-03,1.919999999999966222e-03,1.599999999999971976e-07,7.535619703474392139e-01,3.333333333333333481e+00
4.296999999999999709e+00,1.300000000000000000e+04,8.593999999999999417e-01,1.248799999999999910e+00,1.200000000000089884e-03,9.600000000000719069e-04,7.384615384615937581e-08,7.528378557058499343e-01,3.611111111111111160e+00
4.291000000000000369e+00,1.400000000000000000e+04,8.582000000000000739e-01,1.247600000000000042e+00,2.399999999999957723e-03,1.919999999999966222e-03,1.371428571428547370e-07,7.535619703474392139e-01,3.888888888888888840e+00
4.293000000000000149e+00,1.500000000000000000e+04,8.586000000000000298e-01,1.247999999999999998e+00,2.000000000000001776e-03,1.600000000000001378e-03,1.066666666666667615e-07,7.533204440748920705e-01,4.166666666666666963e+00
4.296999999999999709e+00,1.600000000000000000e+04,8.593999999999999417e-01,1.248799999999999910e+00,1.200000000000089884e-03,9.600000000000719069e-04,6.000000000000449450e-08,7.528378557058499343e-01,4.444444444444444642e+00
4.291999999999999815e+00,1.700000000000000000e+04,8.584000000000000519e-01,1.247800000000000020e+00,2.199999999999979750e-03,1.759999999999983800e-03,1.035294117647049269e-07,7.534411878549970298e-01,4.722222222222222321e+00
4.296999999999999709e+00,1.800000000000000000e+04,8.593999999999999417e-01,1.248799999999999910e+00,1.200000000000089884e-03,9.600000000000719069e-04,5.333333333333733139e-08,7.528378557058499343e-01,5.000000000000000000e+00
4.288999999999999702e+00,1.900000000000000000e+04,8.578000000000000069e-01,1.247199999999999864e+00,2.800000000000135714e-03,2.240000000000108658e-03,1.178947368421109775e-07,7.538036515438304441e-01,5.277777777777777679e+00
4.288999999999999702e+00,2.000000000000000000e+04,8.578000000000000069e-01,1.247199999999999864e+00,2.800000000000135714e-03,2.240000000000108658e-03,1.120000000000054366e-07,7.538036515438304441e-01,5.555555555555555358e+00
4.293000000000000149e+00,2.100000000000000000e+04,8.586000000000000298e-01,1.247999999999999998e+00,2.000000000000001776e-03,1.600000000000001378e-03,7.619047619047625824e-08,7.533204440748920705e-01,5.833333333333333037e+00
4.286999999999999922e+00,2.200000000000000000e+04,8.574000000000000510e-01,1.246799999999999908e+00,3.200000000000091660e-03,2.560000000000073501e-03,1.163636363636397001e-07,7.540454878131739314e-01,6.111111111111110716e+00
4.296999999999999709e+00,2.300000000000000000e+04,8.593999999999999417e-01,1.248799999999999910e+00,1.200000000000089884e-03,9.600000000000719069e-04,4.173913043478573329e-08,7.528378557058499343e-01,6.388888888888889284e+00
